Label,Text
Null,"""Fabian: \""do you know what it is\?\""\nLisa: \""No, I don\'t think so. I\'m sorry.\""\nFabian: \""Well ask\""\nLisa: \""No, I don\'t think so. I\'m sorry.\""\n"""
Null,"""Fabian: \""do you know what it is\?\""\nLisa: \""No, I don\'t think so. I\'m sorry.\""\nFabian: \""Well ask\""\nLisa: \""No, I don\'t think so. I\'m sorry.\""\n"""
leave,"""Fabian: \""Fuck you get out\""\nMartin: \""What\?\""\nFabian: \""now\""\nMartin: \""Okay, I\'m leaving.\""\n"""
leave,"""Milo: \""well would you like a drink\?\""\nSteven: \""No, I don\'t want a drink.\""\nMilo: \""What do you want\?\""\nSteven: \""I want to go home.\""\n"""
drink alcohol,"""Milo: \""Hey emily\""\nEmily: \""Hey milo, what\'s up\?\""\nMilo: \""would you like some vodka\?\""\nEmily: \""Sure.\""\n"""
Null,"""Sophie: \""oh right I killed your father\""\nSteven: \""...\""\nSophie: \""fuck you steven\""\nSteven: \""fuck you too\""\n"""
eat,"""Sophie: \""Thanks\""\nLisa: \""You\'re welcome.\""\nSophie: \""Would you like to share a filet mignon\?\""\nLisa: \""I would love to!\""\n"""
Null,"""Jean: \""How about some of your favorite soup\?\""\nLisa: \""I don\'t know, I don\'t really feel like it.\""\nJean: \""Well why don\'t you get the fuck out\?\""\nLisa: \""I don\'t know, I don\'t really feel like it.\""\n"""
eat,"""Jean: \""Lets eat a friendship biscuit together\""\nMartin: \""I don\'t really like those\""\nJean: \""Pleeaase you would be doing me a huge favor\""\nMartin: \""Okay\""\n"""
eat,"""Jean: \""Wanna eat something\?\""\nSteven: \""No, I\'m not hungry.\""\nJean: \""Please I cooked all day and no one is tasting my food. Just try it\""\nSteven: \""Fine, I\'ll try it.\""\n"""
pee,"""Jean: \""Could you please go to the toilet\? Your gases are making the others uncomfortable\""\nMartin: \""What\? I don\'t have to go.\""\nJean: \""Yeah I know, but you would be doing me a huge favour\""\nMartin: \""Fine, I\'ll go.\""\n"""
eat,"""Jean: \""Hey steve fancy seeing you here\""\nSteven: \""Yeah I was just in the neighborhood and thought I would drop by.\""\nJean: \""Well I am glad you did. As luck would have it I just cooked some Burgers. I know you can never say no to one of those. Would you like one\?\""\nSteven: \""Yeah that would be great.\""\n"""
eat,"""Jean: \""Well I\'m glad you made it\""\nLisa: \""Yeah, me too.\""\nJean: \""I made your favorite meal. Would you like some\?\""\nLisa: \""Sure, I\'m starving.\""\n"""
Null,"""Jean: \""ok. What has jane been up to\?\""\nLisa: \""She\'s been taking care of the house and kids while I\'m at work.\""\nJean: \""Oh she is the oldest right\?\""\nLisa: \""Yes, she is.\""\n"""
Null,"""Jean: \""Right right. What\'s your stance on samesex marriage\?\""\nLisa: \""I believe that everyone should be able to marry whoever they want.\""\nJean: \""Even if the other person doesn\'t want to\?\""\nLisa: \""Yes, I believe that love is love and everyone should be able to express it in whatever way they want.\""\n"""
Null,"""Jean: \""Obama became a house plant\""\nSamantha: \""No way!\""\nJean: \""Yes way\""\nSamantha: \""That\'s amazing!\""\n"""
drink water,"""Nikolaj: \""Hallo wie geht es dir\?\""\nSamantha: \""Hi, I\'m good. Just a little thirsty.\""\nNikolaj: \""MÃ¶chtest du ein glas wasser\?\""\nSamantha: \""Yes, please.\""\n"""
Null,"""Nikolaj: \""Wie alt ist die jÃ¼ngste noch gleich\?\""\nSamantha: \""Steven is 18.\""\nNikolaj: \""und Sarah\?\""\nSamantha: \""She\'s 21.\""\n"""
Null,"""Nikolaj: \""How about a beer\?\""\nSamantha: \""No, thank you.\""\nNikolaj: \""Another drink\? I mix a mean martini\""\nSamantha: \""No, thank you.\""\n"""
Null,"""Nikolaj: \""Comment vas tu\?\""\nMartin: \""Not too bad. Yourself\?\""\nNikolaj: \""Bien, Es ce que tu veux gouter mon gateaux\?\""\nMartin: \""No, thanks. I\'m not really hungry.\""\n"""
Null,"""Nikolaj: \""Hey martin\""\nMartin: \""Hey\""\nNikolaj: \""how about some of my world famous sorbet\?\""\nMartin: \""No, I don\'t really like sorbet.\""\n"""
Null,"""Nikolaj: \""Oh come on. I remember how you love to dance\""\nEmily: \""No, Nikolaj. I don\'t want to dance with you\""\nNikolaj: \""why not\?\""\nEmily: \""I just don\'t want to, okay\?\""\n"""
drink alcohol,"""Nikolaj: \""Oh god. Thats terrible.\""\nSusanne: \""Yeah, it was really tough.\""\nNikolaj: \""Well I\'m glad hes better now. Can I interest you in a glas of wine\?\""\nSusanne: \""Yes, that would be lovely.\""\n"""
Null,"""Nikolaj: \""Hey Sam Lets do Shots!\""\nSamantha: \""No thanks, I don\'t really drink.\""\nNikolaj: \""Oh come on Sam. I know you got hammered yesterday\""\nSamantha: \""No, I don\'t really want to.\""\n"""
drink water,"""Nikolaj: \""How is your wife\?\""\nMartin: \""She\'s good, she\'s good. Hey, do you have any water\?\""\nNikolaj: \""Sure would you like some\?\""\nMartin: \""Yes, please.\""\n"""
eat,"""Nikolaj: \""good good. Ask her how she liked last night\""\nLisa: \""She loved it. Thanks for having us over.\""\nNikolaj: \""Great. Would you like some mochi\? I have some left over from yesterday\""\nLisa: \""Sure. Thanks.\""\n"""
drink alcohol,"""Nikolaj: \""Hey Sam are you still ok with what we did last night\?\""\nSamantha: \""Oh yeah, I\'m fine. Just a little thirsty.\""\nNikolaj: \""How about a drink\?\""\nSamantha: \""Yeah, I\'ll have a beer.\""\n"""
drink water,"""Nikolaj: \""How is your wife\?\""\nMartin: \""She\'s good, she\'s good. Hey, do you have any water\?\""\nNikolaj: \""Sure would you like some\?\""\nMartin: \""Yes, please.\""\n"""
drink water,"""Nikolaj: \""How is your wife\?\""\nMartin: \""She\'s good, she\'s good. Hey, do you have any water\?\""\nNikolaj: \""Sure would you like some\?\""\nMartin: \""Yes, please.\""\n"""
pee,"""Nikolaj: \""do you need to pee\?\""\nSamantha: \""No, I just have to go to the bathroom.\""\nNikolaj: \""alright go then\""\nSamantha: \""Thanks.\""\n"""
drink alcohol,"""Nikolaj: \""Hey Sam are you still ok with what we did last night\?\""\nSamantha: \""Oh yeah, I\'m fine. Just a little thirsty.\""\nNikolaj: \""How about a drink\?\""\nSamantha: \""Yeah, I\'ll have a beer.\""\n"""
Null,"""Dave: \""\""bam\"" Your son is dead. Your daughter is next\""\nMartin: \""No, I don\'t want to drink the beer.\""\nDave: \""why\?\""\nMartin: \""I don\'t want to get drunk.\""\n"""
drink alcohol,"""Dave: \""hi emily how are you\""\nEmily: \""I\'m good, just a little thirsty\""\nDave: \""Would you like some beer\?\""\nEmily: \""Yes, I would love some.\""\n"""
Null,"""Franz: \""How are you today\? Enjoying the party\?\""\nSusanne: \""Yes, I am. Thank you for having me.\""\nFranz: \""do you need anything\?\""\nSusanne: \""No, I\'m fine. Thank you.\""\n"""
drink alcohol,"""Franz: \""Hi Lisa\""\nLisa: \""Hi Franz. I\'m sober and a bit thirsty.\""\nFranz: \""Oh would you like something to drink. I make a mean vodka lemon\""\nLisa: \""Yes, I would love one.\""\n"""
Null,"""Franz: \""the idiot says no\""\nSteven: \""No\""\nFranz: \""Ha got you\""\nSteven: \""No\""\n"""
Null,"""Franz: \""Do you still vote for the SVP\?\""\nSteven: \""No, I don\'t really care for politics.\""\nFranz: \""Thats fine. Do you need anything\?\""\nSteven: \""No, I\'m good.\""\n"""
eat,"""Jeanne: \""Would you like some cake to accompany that\?\""\nSamantha: \""No, I don\'t really like cake.\""\nJeanne: \""PLease. I need you to try it. I spent all day in the Kitchen and no one likes me\""\nSamantha: \""Fine, I\'ll try it.\""\n"""
leave,"""Jeanne: \""Updog\""\nSamantha: \""What the hell are you talking about, Jeanne\?\""\nJeanne: \""I don\'t know\""\nSamantha: \""Okay, I\'m leaving now.\""\n"""
Null,"""Jeanne: \""What other things\?\""\nSteven: \""I\'m working on a new project that I can\'t really talk about yet.\""\nJeanne: \""Oh its fine your supervisors told me, that you would give me an elevator pitch since i might be a potential investor\""\nSteven: \""Oh, okay. Well, the project is a new type of battery that can be used in cell phones and other devices. It\'s still in the early stages, but we\'re hoping to have a\""\n"""
drink alcohol,"""Anna luisa: \""How did you know\?\""\nMartin: \""I guessed\""\nAnna luisa: \""Nice. Anyway would you like a drink\?\""\nMartin: \""Yes\""\n"""
drink alcohol,"""Anna luisa: \""Hey bitches\""\nSteven: \""Hey, I\'m not a bitch.\""\nAnna luisa: \""Ok whatever you say. Want something to drink\?\""\nSteven: \""Yeah, I\'ll have a beer.\""\n"""
drink alcohol,"""\nAnna luisa: \""Hello there Martin. Your father just called me. He told me that you needed to drink some alcohol. What would you like\?\""\nMartin: \""I\'ll have a beer please.\""\n"""
dance,"""Anna luisa: \""Hi Steve\""\nSteven: \""Hey, what\'s up\?\""\nAnna luisa: \""Wanna hit the dancefloor\?\""\nSteven: \""Sure.\""\n"""
dance,"""Anna luisa: \""Hey Sus\""\nSusanne: \""Hey what\'s up\?\""\nAnna luisa: \""Wanna go swing your hips to some funky music\?\""\nSusanne: \""Yeah I love to dance!\""\n"""
Null,"""Anna luisa: \""Because your father didn\'t pay me for this\""\nLisa: \""What\?\""\nAnna luisa: \""Please leave we can talk about it tomorrow\""\nLisa: \""I don\'t understand what\'s going on\?\""\n"""
drink alcohol,"""Anna luisa: \""Wanna go swing your hips to some funky music\?\""\nSusanne: \""Yeah I love to dance!\""\nAnna luisa: \""Want some beer\?\""\nSusanne: \""Yeah I\'m thirsty.\""\n"""
Null,"""Anna luisa: \""Hi Sus. Wanna show me yout moves\?\""\nSamantha: \""No, I don\'t want to show you my moves.\""\nAnna luisa: \""How about something to eat\?\""\nSamantha: \""No, I don\'t want to eat.\""\n"""
eat,"""Jeanne: \Would you like some cake to accompany that\?\""\nSamantha: \""No"""
leave,"""Jeanne: \Updog\""\nSamantha: \""What the hell are you talking about"""
Null,"""Jeanne: \What other things\?\""\nSteven: \""I\'m working on a new project that I can\'t really talk about yet.\""\nJeanne: \""Oh its fine your supervisors told me"""
drink alcohol,"""Anna luisa: \How did you know\?\""\nMartin: \""I guessed\""\nAnna luisa: \""Nice. Anyway would you like a drink\?\""\nMartin: \""Yes\""\n"""
drink alcohol,"""Anna luisa: \Hey bitches\""\nSteven: \""Hey"""
drink alcohol,"""\nAnna luisa: \Hello there Martin. Your father just called me. He told me that you needed to drink some alcohol. What would you like\?\""\nMartin: \""I\'ll have a beer please.\""\n"""
